Context,Question,Label
প্রায় পনের বছর ভারতে অধ্যাপনার পর তিব্বতের রাজার বারবার অনুরোধে ষাট বছর বয়সে দীপঙ্কর তিব্বতে যান সেখানে বৌদ্ধধর্ম পুনরুদ্ধার করতে। সেখানে তখন বৌদ্ধধর্মের অনুসারীর সংখ্যা কমছিল। সেখানে তাঁকে বরণ করা হয়েছিল মহা আড়ম্বরে। প্রাচীন বাংলার ইতিহাস নিয়ে ঐতিহাসিক ড: দীনেশ চন্দ্র সেনের 'বৃহৎ বঙ্গ'-এ এর উল্লেখ রয়েছে বলে জানিয়েছেন নিরঞ্জন অধিকারী।,কোন বাংলার ইতিহাস নিয়ে ঐতিহাসিক ড: দীনেশ চন্দ্র সেনের 'বৃহৎ বঙ্গ'-এ এর উল্লেখ রয়েছে বলে জানিয়েছেন নিরঞ্জন অধিকারী?,প্রাসঙ্গিক
প্রায় পনের বছর ভারতে অধ্যাপনার পর তিব্বতের রাজার বারবার অনুরোধে ষাট বছর বয়সে দীপঙ্কর তিব্বতে যান সেখানে বৌদ্ধধর্ম পুনরুদ্ধার করতে। সেখানে তখন বৌদ্ধধর্মের অনুসারীর সংখ্যা কমছিল। সেখানে তাঁকে বরণ করা হয়েছিল মহা আড়ম্বরে। প্রাচীন বাংলার ইতিহাস নিয়ে ঐতিহাসিক ড: দীনেশ চন্দ্র সেনের 'বৃহৎ বঙ্গ'-এ এর উল্লেখ রয়েছে বলে জানিয়েছেন নিরঞ্জন অধিকারী।,নিরঞ্জন অধিকারী কে ?,অপ্রাসঙ্গিক
প্রায় পনের বছর ভারতে অধ্যাপনার পর তিব্বতের রাজার বারবার অনুরোধে ষাট বছর বয়সে দীপঙ্কর তিব্বতে যান সেখানে বৌদ্ধধর্ম পুনরুদ্ধার করতে। সেখানে তখন বৌদ্ধধর্মের অনুসারীর সংখ্যা কমছিল। সেখানে তাঁকে বরণ করা হয়েছিল মহা আড়ম্বরে। প্রাচীন বাংলার ইতিহাস নিয়ে ঐতিহাসিক ড: দীনেশ চন্দ্র সেনের 'বৃহৎ বঙ্গ'-এ এর উল্লেখ রয়েছে বলে জানিয়েছেন নিরঞ্জন অধিকারী।,প্রাচীন বাংলার কি নিয়ে ঐতিহাসিক ড: দীনেশ চন্দ্র সেনের 'বৃহৎ বঙ্গ'-এ এর উল্লেখ রয়েছে বলে জানিয়েছেন নিরঞ্জন অধিকারী?,প্রাসঙ্গিক
প্রায় পনের বছর ভারতে অধ্যাপনার পর তিব্বতের রাজার বারবার অনুরোধে ষাট বছর বয়সে দীপঙ্কর তিব্বতে যান সেখানে বৌদ্ধধর্ম পুনরুদ্ধার করতে। সেখানে তখন বৌদ্ধধর্মের অনুসারীর সংখ্যা কমছিল। সেখানে তাঁকে বরণ করা হয়েছিল মহা আড়ম্বরে। প্রাচীন বাংলার ইতিহাস নিয়ে ঐতিহাসিক ড: দীনেশ চন্দ্র সেনের 'বৃহৎ বঙ্গ'-এ এর উল্লেখ রয়েছে বলে জানিয়েছেন নিরঞ্জন অধিকারী।,তিব্বতে বৌদ্ধ ধর্মের অনুসারী সংখ্যা কত ছিল ?,অপ্রাসঙ্গিক
প্রায় পনের বছর ভারতে অধ্যাপনার পর তিব্বতের রাজার বারবার অনুরোধে ষাট বছর বয়সে দীপঙ্কর তিব্বতে যান সেখানে বৌদ্ধধর্ম পুনরুদ্ধার করতে। সেখানে তখন বৌদ্ধধর্মের অনুসারীর সংখ্যা কমছিল। সেখানে তাঁকে বরণ করা হয়েছিল মহা আড়ম্বরে। প্রাচীন বাংলার ইতিহাস নিয়ে ঐতিহাসিক ড: দীনেশ চন্দ্র সেনের 'বৃহৎ বঙ্গ'-এ এর উল্লেখ রয়েছে বলে জানিয়েছেন নিরঞ্জন অধিকারী।,প্রাচীন বাংলার ইতিহাস নিয়ে ঐতিহাসিক কার 'বৃহৎ বঙ্গ'-এ এর উল্লেখ রয়েছে বলে জানিয়েছেন নিরঞ্জন অধিকারী?,প্রাসঙ্গিক
প্রায় পনের বছর ভারতে অধ্যাপনার পর তিব্বতের রাজার বারবার অনুরোধে ষাট বছর বয়সে দীপঙ্কর তিব্বতে যান সেখানে বৌদ্ধধর্ম পুনরুদ্ধার করতে। সেখানে তখন বৌদ্ধধর্মের অনুসারীর সংখ্যা কমছিল। সেখানে তাঁকে বরণ করা হয়েছিল মহা আড়ম্বরে। প্রাচীন বাংলার ইতিহাস নিয়ে ঐতিহাসিক ড: দীনেশ চন্দ্র সেনের 'বৃহৎ বঙ্গ'-এ এর উল্লেখ রয়েছে বলে জানিয়েছেন নিরঞ্জন অধিকারী।,তিব্বত কোথায় অবস্থিত? ,অপ্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",কি ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে?,প্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",গ্রীষ্ম ঋতুর বৈশিষ্ট্য কি? ,অপ্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",আবহাওয়া ও কিসের উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে?,প্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",বর্ষা ঋতুর বৈশিষ্ট্য কি? ,অপ্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে কয়টি ঋতুতে ভাগ করা হয়েছে?,প্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",শরৎ ঋতুর বৈশিষ্ট্য কি? ,অপ্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি কিসে ভাগ করা হয়েছে?,প্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",হেমন্ত ঋতুর বৈশিষ্ট্য কি? ,অপ্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",প্রতিটি কিসের কিছু স্বকীয় বৈশিষ্ট্য আছে?,প্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",শীত ঋতুর বৈশিষ্ট্য কি? ,অপ্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",প্রতিটি ঋতুর কিছু কেমন বৈশিষ্ট্য আছে?,প্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",বসন্ত ঋতুর বৈশিষ্ট্য কি? ,অপ্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",প্রতিটি ঋতুর কিছু স্বকীয় কি আছে?,প্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",গ্রীষ্ম কত নং ঋতু? ,অপ্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",কিসের বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়?,প্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",বর্ষা কত নং ঋতু? ,অপ্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",সকল ঋতুর কি সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়?,প্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",গ্রীষ্ম ঋতুর আবহাওয়া কেমন? ,অপ্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",সকল ঋতুর বিরাজকাল কেমন না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়?,প্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",বর্ষা ঋতুর আবহাওয়া কেমন? ,অপ্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",সকল ঋতুর বিরাজকাল সমান না-হলেও কিসের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়?,প্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",শরৎ কত নং ঋতু? ,অপ্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে কোন বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়?,প্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",হেমন্ত কত নং ঋতু ?,অপ্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা কি সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়?,প্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",শরৎ ঋতুর আবহাওয়া কেমন? ,অপ্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে কয়টি ঋতুতে বিভাজন করা হয়?,প্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",হেমন্ত ঋতুর আবহাওয়া কেমন? ,অপ্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি কিসে বিভাজন করা হয়?,প্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",শীত কত নং ঋতু? ,অপ্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",কোথায় ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে?,প্রাসঙ্গিক
"আবহাওয়া ও জলবায়ুর উপর ভিত্তি করে ৬টি ঋতুতে ভাগ করা হয়েছে। যথাঃ গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত ও বসন্ত। প্রতিটি ঋতুর কিছু স্বকীয় বৈশিষ্ট্য আছে। সকল ঋতুর বিরাজকাল সমান না-হলেও হিসাবের সুবিধার্থে পঞ্জিকা বৎসরকে সমমেয়াদী কয়েকটি ঋতুতে বিভাজন করা হয়। যেমনঃ বাংলাদেশে ছয়টি ঋতুর প্রতিটির মেয়াদ দুই মাস ধরা হয়েছে।",বসন্ত কত নং ঋতু? ,অপ্রাসঙ্গিক
